0,27,29
1,26,23
2,25,25
3,25,25
0,27,25
1,28,22
2,24,20
3,24,23
0,25,25
"
"1,23,22
2,22,22
3,22,23
0,27,24
1,21,22
2,21,22
3,19,22
0,22,25
1,22,19
2,22,20
3,23,22
0,25,25
1,26,24
2,23,21
3,23,23
0,25,26
1,22,21
2,24,23
3,27,24
0,26,24
1,25,21
2,23,19
"
"3,23,22
0,24,27
1,22,22
2,22,22
3,24,25
0,26,24
1,23,22
2,23,19
3,22,19
0,23,23
1,20,22
2,21,21
3,25,24
0,23,22
1,20,20
2,23,22
3,23,23
0,28,25
1,24,21
2,23,22
3,23,24
"
"0,26,26
1,25,23
2,22,22
3,26,22
0,27,25
1,25,18
2,24,21
3,23,22
0,25,25
1,22,21
2,20,19
3,22,23
0,25,25
1,22,23
2,22,19
3,23,21
0,25,22
1,22,23
2,20,18
3,21,20
0,26,25
1,23,22
"
"2,22,22
3,25,24
0,26,26
1,23,23
2,23,22
3,25,28
0,30,25
1,26,25
2,23,27
3,23,25
0,28,25
1,24,22
2,22,20
3,23,22
0,25,25
1,24,21
2,21,22
3,21,22
0,27,26
1,19,21
2,19,20
"
"3,21,21
0,23,27
1,23,23
2,22,23
3,23,22
0,25,28
1,25,24
2,23,24
3,23,23
0,27,29
1,25,22
2,23,28
3,27,24
0,27,29
1,22,26
2,24,26
3,23,22
0,25,26
1,23,22
2,23,21
3,22,23
"
"0,28,24
1,22,20
2,18,18
3,19,23
0,24,23
1,21,19
2,22,20
3,26,25
0,25,27
1,23,23
2,23,21
3,23,25
0,26,26
1,22,21
2,24,22
3,25,29
0,25,27
1,28,24
2,26,23
3,23,22
0,29,27
1,26,24
"
"2,22,22
3,21,23
0,26,24
1,22,25
2,19,20
3,21,24
0,20,23
1,21,19
2,18,20
3,19,23
0,25,24
1,21,24
2,22,22
3,24,23
0,25,27
1,23,22
2,24,23
3,21,24
0,25,28
1,25,23
2,24,23
"
"3,24,25
0,26,25
1,24,25
2,22,24
3,21,23
0,26,25
1,22,22
2,21,22
3,23,23
0,25,26
1,23,20
2,21,23
3,22,20
0,25,23
1,20,21
2,19,18
3,21,22
0,29,26
1,22,22
2,23,23
3,23,24
0,25,26
"
"1,23,21
2,23,21
3,23,25
0,25,28
1,23,22
2,22,24
3,22,23
0,26,26
1,23,23
2,23,21
3,22,24
0,24,25
1,21,21
2,20,23
3,23,24
0,21,27
1,23,24
2,20,17
3,20,24
0,24,25
1,20,19
2,22,25
3,24,24
0,25,25
1,25,22
2,23,22
"
"3,24,25
0,27,27
1,22,23
2,25,24
3,26,27
0,28,27
1,23,22
2,22,23
3,24,24
0,25,25
1,22,22
2,22,22
3,23,23
0,24,25
1,21,22
2,21,19
3,18,22
0,20,24
1,19,19
2,19,20
3,22,28
0,30,25
"
"1,24,23
2,24,25
3,22,23
0,25,25
1,23,22
2,22,22
3,23,25
0,27,28
1,26,24
2,24,23
3,22,25
0,28,25
1,22,21
2,21,22
3,23,24
0,25,27
1,23,24
2,22,19
3,23,24
0,22,23
1,25,18
"
"2,17,21
3,23,21
0,24,23
1,20,22
2,23,21
3,22,24
0,25,27
1,23,22
2,22,23
3,23,23
0,24,26
1,24,25
2,23,21
3,26,23
0,28,28
1,24,22
2,22,23
3,22,27
0,23,26
1,22,23
2,21,22
3,20,25
"
"0,24,25
1,23,21
2,21,21
3,18,20
0,21,23
1,20,21
2,21,24
3,18,22
0,26,23
1,22,23
2,23,23
3,25,23
0,25,27
1,22,24
2,23,21
3,24,25
0,31,26
1,24,24
2,23,23
3,21,23
0,28,26
"
"1,23,27
2,22,22
3,23,23
0,25,25
1,20,22
2,22,21
3,22,22
0,24,24
1,21,22
2,20,21
3,20,23
0,24,25
1,19,19
2,23,22
3,26,25
0,25,26
1,23,23
2,22,22
3,23,26
0,26,24
1,24,24
2,24,25
"
"3,26,26
0,26,27
1,26,23
2,23,19
3,23,25
0,24,26
1,22,23
2,22,21
3,22,22
0,26,24
1,23,23
2,22,17
3,23,23
0,22,24
1,25,21
2,21,20
3,21,22
0,25,27
1,20,26
2,22,20
3,24,23
"
"0,24,26
1,23,23
2,22,23
3,22,23
0,27,26
1,27,25
2,24,24
3,25,24
0,26,23
1,24,22
2,21,21
3,23,23
0,27,25
1,22,23
2,22,22
3,23,22
0,25,25
1,19,21
2,20,20
3,19,22
0,23,26
"
"1,22,24
2,20,20
3,23,24
0,26,26
1,23,21
2,20,22
3,23,23
0,27,25
1,23,24
2,25,19
3,25,24
0,26,30
1,23,25
2,23,22
3,22,24
0,26,23
1,23,22
2,22,22
3,22,23
0,26,25
1,21,22
2,21,22
"
"3,20,18
0,23,23
1,20,21
2,20,17
3,22,24
0,25,29
1,27,22
2,22,22
3,23,23
0,26,25
1,23,25
2,23,20
3,23,24
0,31,26
1,24,24
2,27,24
3,22,23
0,26,26
1,22,22
2,23,19
3,24,23
"
"0,23,25
1,22,22
2,22,21
3,22,24
0,25,23
1,19,19
2,17,24
3,23,20
0,27,24
1,20,21
2,21,20
3,19,20
0,27,25
1,23,22
2,22,20
3,21,24
0,26,27
1,23,24
2,21,27
3,22,26
0,26,26
1,25,27
"
"2,22,22
3,28,23
0,25,25
1,24,21
2,21,22
3,22,23
0,26,27
1,23,23
2,22,23
3,21,25
0,24,26
1,21,20
2,19,21
3,21,24
0,23,25
1,25,22
2,24,23
3,23,23
0,24,26
1,23,21
2,22,22
"
"3,22,24
0,27,26
1,26,25
2,22,24
3,24,25
0,27,27
1,23,25
2,21,23
3,22,23
0,25,26
1,23,22
2,23,21
3,23,22
0,25,25
1,20,20
2,21,20
3,20,20
0,25,25
1,25,24
2,25,23
3,20,21
"
"0,25,25
1,22,24
2,23,21
3,23,23
0,26,27
1,24,24
2,22,22
3,23,25
0,28,27
1,24,22
2,23,24
3,23,24
0,26,29
1,23,23
2,23,20
3,22,23
0,25,25
1,21,20
2,21,22
3,23,21
0,24,21
1,25,20
"
"2,18,19
3,20,24
0,27,24
1,21,19
2,23,22
3,23,23
0,26,26
1,22,24
2,23,22
3,23,24
0,27,26
1,25,23
2,25,23
3,29,23
0,27,28
1,23,25
2,24,24
3,20,23
0,25,26
1,23,22
2,23,23
"
"3,23,23
0,24,25
1,22,20
2,21,19
3,21,23
0,22,24
1,25,23
2,20,20
3,19,23
0,23,26
1,23,23
2,22,21
3,23,23
0,25,27
1,24,22
2,20,23
3,25,26
0,26,27
1,27,24
2,26,24
3,23,25
0,27,27
"
"1,21,22
2,21,24
3,22,23
0,26,26
1,23,23
2,22,20
3,22,23
0,23,23
1,17,20
2,18,20
3,21,22
0,25,25
1,20,27
2,20,19
3,23,23
0,26,26
1,22,22
2,24,22
3,24,24
0,26,25
1,26,24
2,25,25
3,23,23
0,27,27
1,23,23
2,22,21
"
"3,23,23
0,25,23
1,23,23
2,22,22
3,21,24
0,24,26
1,23,21
2,20,21
3,20,21
0,23,23
1,20,20
2,21,22
3,21,25
0,23,24
1,21,22
2,23,22
"
"3,23,23
0,26,24
1,24,24
2,23,23
3,25,24
0,26,28
1,28,23
2,27,25
3,23,25
0,24,26
1,25,20
2,22,21
3,23,24
0,26,24
1,21,21
2,21,22
3,22,23
0,21,22
1,23,22
2,18,20
3,22,21
0,25,24
1,18,19
2,22,19
3,21,24
0,23,25
1,23,22
"
"2,22,23
3,24,26
0,26,26
1,22,24
2,26,22
3,25,25
0,25,26
1,23,24
2,21,19
3,22,23
0,24,25
1,21,22
2,22,22
3,23,24
0,25,23
1,22,22
2,19,19
3,18,22
0,26,27
1,18,18
2,19,22
3,23,26
"
"0,21,22
1,24,21
2,22,24
3,22,22
0,26,26
1,25,22
2,23,22
3,23,25
0,27,27
1,24,22
2,24,21
3,23,24
0,24,25
1,24,24
2,22,19
3,23,25
0,24,25
1,23,23
2,22,22
3,23,24
0,24,23
"
"1,19,19
2,21,20
3,21,21
0,23,22
1,23,18
2,19,22
3,24,24
0,25,25
1,24,25
2,22,23
3,23,24
0,25,25
1,25,23
2,23,24
3,25,25
0,27,30
1,22,23
2,23,23
3,21,22
0,25,26
1,21,22
"
"2,23,23
3,23,23
0,25,25
1,22,21
2,21,20
3,20,22
0,24,23
1,23,22
2,21,19
3,22,24
0,23,25
1,23,22
2,22,22
3,24,23
0,27,25
1,23,23
2,23,21
3,25,24
0,27,30
1,24,24
2,28,24
3,25,23
"
"0,27,25
1,23,24
2,20,24
3,25,23
0,25,25
1,24,21
2,23,23
3,22,23
0,24,26
1,22,19
2,22,22
3,23,22
0,23,25
1,21,22
2,21,23
3,21,25
0,29,25
1,23,23
2,24,19
3,24,24
0,26,26
"
"1,24,24
2,24,22
3,23,26
0,27,26
1,25,25
2,21,23
3,25,24
0,24,26
1,22,23
2,22,21
3,22,23
0,25,25
1,22,22
2,22,21
3,21,19
0,27,24
1,21,20
2,20,20
3,22,26
0,26,24
1,24,26
2,22,25
"
"3,23,23
0,26,27
1,24,22
2,23,22
3,23,22
0,29,29
1,23,23
2,26,20
3,25,22
0,27,26
1,23,22
2,22,26
3,21,24
0,26,23
1,22,22
2,22,25
3,23,23
0,25,25
1,21,20
2,20,20
3,20,23
"
"0,23,24
1,20,21
2,22,19
3,25,23
0,25,24
1,20,22
2,21,23
3,24,25
0,26,28
1,23,23
2,24,22
3,24,25
0,28,27
1,23,23
2,22,27
3,21,23
0,26,29
1,24,23
2,21,20
3,25,23
0,26,27
"
"1,21,21
2,22,22
3,21,19
0,24,26
1,20,21
2,21,20
3,21,23
0,24,26
1,26,21
2,21,22
3,22,24
0,26,27
1,24,26
2,22,24
3,24,25
0,27,29
1,24,24
2,23,26
3,24,23
0,25,27
1,25,23
2,21,19
3,23,23
0,25,26
1,23,21
2,22,24
3,23,24
0,25,24
1,22,20
2,20,18
3,19,22
0,23,25
1,20,22
2,21,22
3,23,23
0,25,27
1,22,23
2,23,23
"
"3,24,24
0,25,25
1,22,24
2,23,23
3,28,23
0,28,29
1,25,27
2,24,25
3,24,23
0,29,25
1,21,22
"
"2,21,20
3,22,23
0,26,23
1,23,23
2,22,22
3,20,24
0,21,23
1,19,22
2,18,20
3,22,23
0,26,25
1,25,20
2,24,22
3,22,23
0,27,26
1,21,23
2,23,22
3,25,24
0,26,27
1,28,25
2,24,25
"
"3,23,24
0,26,27
1,23,22
2,20,23
3,23,23
0,25,26
1,23,23
2,22,20
3,21,21
0,25,26
1,21,21
2,16,20
3,21,22
0,24,26
1,22,22
2,22,22
3,22,26
0,22,26
1,24,22
2,23,21
3,23,23
0,24,24
1,22,22
2,24,21
3,25,23
0,29,28
1,25,25
"
"2,23,23
3,23,24
0,26,26
1,23,22
2,21,23
3,22,23
0,23,25
1,23,20
2,21,22
3,22,21
0,22,23
1,19,19
2,23,18
3,22,25
0,25,26
1,23,21
2,20,22
3,22,25
0,25,24
1,23,25
2,23,22
"
"3,22,27
0,25,28
1,24,24
2,21,23
3,25,22
0,27,26
1,24,22
2,24,21
3,20,22
0,24,26
1,22,21
2,23,22
3,23,23
0,25,26
1,22,24
2,19,20
3,17,24
0,21,24
1,21,18
2,19,22
3,24,22
0,23,22
"
"1,24,22
2,23,22
3,23,22
0,24,26
1,21,22
2,23,24
3,25,25
0,28,28
1,24,22
2,24,22
3,21,24
0,27,28
1,22,20
2,22,22
3,21,23
0,24,26
1,23,23
2,23,22
3,22,24
0,23,23
1,22,19
"
"2,24,20
3,24,22
0,26,25
1,19,22
2,26,18
3,22,24
0,25,26
1,22,23
2,21,24
3,23,24
0,26,26
1,22,29
2,24,23
3,24,26
0,27,30
1,24,24
2,27,20
3,21,21
0,26,24
1,23,24
2,23,20
"
"3,23,22
0,25,24
1,20,22
2,21,20
3,17,20
0,22,24
1,21,24
2,21,22
3,22,24
0,24,25
1,21,22
2,22,21
3,22,23
0,25,24
1,23,23
2,24,24
3,24,24
0,28,27
1,25,24
2,24,24
3,23,25
0,24,24
"
"1,23,23
2,22,23
3,24,23
0,25,25
1,25,23
2,22,22
3,23,23
0,24,23
1,21,22
2,18,22
3,21,23
0,23,25
1,26,25
2,23,21
3,22,24
0,25,26
1,23,21
2,24,21
3,23,25
0,26,28
1,23,25
"
"2,25,24
3,23,28
0,26,29
1,22,24
2,23,20
3,23,24
0,25,26
1,23,23
2,21,22
3,24,23
0,24,26
1,23,21
2,22,20
3,22,22
0,22,22
1,21,20
2,21,20
3,21,23
0,25,26
1,22,23
2,22,23
3,23,22
"
"0,27,25
1,24,24
2,22,23
3,24,24
0,27,25
1,26,26
2,24,24
3,28,25
0,25,27
1,22,19
2,20,23
3,21,23
0,23,26
1,23,25
2,21,20
3,24,23
0,25,22
1,20,22
2,24,21
3,21,20
0,24,22
"
"1,23,22
2,23,22
3,19,23
0,25,27
1,24,24
2,22,22
3,23,23
0,28,25
1,24,24
2,23,21
3,28,25
0,27,25
1,25,22
2,23,21
3,23,24
0,25,26
1,23,23
2,22,21
3,23,24
0,25,25
1,23,22
"
"2,21,21
3,18,21
0,23,25
1,20,21
2,21,18
3,23,22
0,26,27
1,23,23
2,22,24
3,22,23
0,26,25
1,23,23
2,23,19
3,23,24
0,28,27
1,28,23
2,24,21
3,25,26
0,25,25
1,23,21
2,21,19
3,23,22
"
"0,25,25
1,21,23
2,22,21
3,22,23
0,26,24
1,19,20
2,19,19
3,20,22
0,24,24
1,23,21
2,21,23
3,23,21
0,26,26
1,23,23
2,22,22
3,25,23
0,26,25
1,22,23
2,24,23
3,25,25
0,25,25
"
"1,24,26
2,22,21
3,25,21
0,26,23
1,23,23
2,23,24
3,22,24
0,25,26
1,23,22
2,22,20
3,20,21
0,24,24
1,18,19
2,19,19
3,22,25
0,24,25
1,27,22
2,22,21
3,23,25
0,25,28
1,24,22
2,22,23
"
"3,24,25
0,27,27
1,28,24
2,25,25
3,26,24
0,26,26
1,23,22
2,23,22
3,23,23
0,25,26
1,23,23
2,23,20
3,21,24
0,26,25
1,20,22
2,18,24
3,21,21
0,23,24
1,22,23
2,24,20
3,21,22
0,25,25
1,22,22
2,22,22
3,22,23
0,28,25
"
"1,24,23
2,23,24
3,24,26
0,27,31
1,25,24
2,24,21
3,21,24
0,25,25
1,23,23
2,21,21
3,22,24
0,24,25
1,21,23
2,20,21
3,22,21
0,24,23
1,23,19
2,21,19
3,24,21
0,28,24
1,24,19
2,22,22
"
"3,23,23
0,26,24
1,24,24
2,23,23
3,22,24
0,26,27
1,26,23
2,25,24
3,24,23
0,25,29
1,22,20
2,21,18
3,23,24
0,25,25
1,21,23
2,23,24
"
"3,22,24
0,23,23
1,22,22
2,20,18
3,19,20
0,23,27
1,19,21
2,20,23
3,27,23
0,25,26
1,23,23
2,23,22
3,23,23
0,26,26
1,22,23
2,23,26
3,25,28
0,27,28
1,27,25
2,23,20
3,23,23
0,25,22
1,18,22
2,22,22
3,23,24
0,26,26
1,25,22
"
"2,22,18
3,21,22
0,22,24
1,20,20
2,20,20
3,18,23
0,23,24
1,23,23
2,22,21
3,23,24
0,26,24
1,22,22
2,24,22
3,23,24
0,25,25
1,25,27
2,23,22
3,26,26
0,27,25
1,23,23
2,24,23
"
"3,25,23
0,24,25
1,23,22
2,21,21
3,22,23
0,26,26
1,21,22
2,21,21
3,21,25
0,23,23
1,20,21
2,21,21
3,26,25
0,23,27
1,24,22
2,21,20
3,26,23
0,26,26
1,24,23
2,23,20
3,24,28
"
"0,27,25
1,25,24
2,21,23
3,23,23
0,26,23
1,22,24
2,21,24
3,22,24
0,25,25
1,21,21
2,21,21
3,22,22
0,22,23
1,20,21
2,19,19
3,21,23
0,25,26
1,19,23
2,22,20
3,22,22
0,26,26
1,25,23
"
"2,22,23
3,24,25
0,26,25
1,24,23
2,24,23
3,26,23
0,27,26
1,22,22
2,26,21
3,22,24
0,26,25
1,22,23
2,21,22
3,22,23
0,24,24
1,23,22
2,19,18
3,18,22
0,22,25
1,21,23
2,22,21
"
"3,25,22
0,22,28
1,22,23
2,22,21
3,21,23
0,25,27
1,22,23
2,23,22
3,24,26
0,27,27
1,23,23
2,24,22
3,22,22
0,25,23
1,19,23
2,21,22
3,23,23
0,24,25
1,21,22
2,22,20
3,23,23
0,21,26
"
"1,23,21
2,20,19
3,19,22
0,23,25
1,22,22
2,21,20
3,23,22
0,25,25
1,24,23
2,23,22
3,23,24
0,25,25
1,23,23
2,24,22
3,26,26
0,28,28
1,25,27
2,23,23
3,25,23
0,23,25
1,21,22
"
"2,22,20
3,23,24
0,24,25
1,23,23
2,21,18
3,20,21
0,23,24
1,22,21
2,21,19
3,22,23
0,24,29
1,22,23
2,21,22
3,23,21
0,25,26
1,22,22
2,23,21
3,24,25
0,27,26
1,23,25
2,22,27
"
"3,27,24
0,26,24
1,25,22
2,26,22
3,23,24
0,25,25
1,22,20
2,21,21
3,22,24
0,26,24
1,21,20
2,20,17
3,22,20
0,23,28
1,21,25
2,22,25
3,23,23
0,28,25
1,23,23
2,22,19
3,24,25
0,26,25
"
"1,24,22
2,25,24
3,25,28
0,26,27
1,25,24
2,23,23
3,26,24
0,24,25
1,23,22
2,22,24
3,22,23
0,24,24
1,22,23
2,22,22
3,22,22
0,23,21
1,22,18
2,22,21
3,21,26
0,22,28
1,19,23
"
"2,22,19
3,24,25
0,26,27
1,24,24
2,23,23
3,23,23
0,28,27
1,23,23
2,25,24
3,26,24
0,23,26
1,23,25
2,23,21
3,22,22
0,25,23
1,22,22
2,22,19
3,23,22
0,25,26
1,22,18
2,23,21
3,20,22
"
"0,22,25
1,21,22
2,23,19
3,22,22
0,25,26
1,24,20
2,22,22
3,21,25
0,26,25
1,24,24
2,22,25
3,25,22
0,30,27
1,24,23
2,22,24
3,21,24
0,26,25
1,24,23
2,21,19
3,23,23
0,27,25
1,23,22
2,20,22
3,20,21
0,21,24
1,19,25
"
"2,21,19
3,21,22
0,24,25
1,23,24
2,21,23
3,25,25
0,24,27
1,24,24
2,25,22
3,24,24
0,28,27
1,25,23
2,23,23
3,23,26
0,26,30
1,24,22
2,19,23
3,21,23
0,25,25
1,23,21
2,20,24
3,21,23
"
"0,26,27
1,24,22
2,18,18
3,23,22
0,23,23
1,23,21
2,23,22
3,20,25
0,25,25
1,23,23
2,23,20
3,23,25
0,25,25
1,22,22
2,23,22
3,26,28
"
"0,29,27
1,22,24
2,23,23
3,23,27
0,25,23
1,21,20
2,22,22
3,23,23
0,26,24
1,24,22
2,21,19
3,20,21
0,22,23
1,19,23
2,20,23
3,22,22
0,26,27
1,22,27
2,21,21
3,24,23
0,25,27
1,23,22
2,22,23
3,24,25
0,29,29
1,25,25
2,25,23
"
"3,27,25
0,25,26
1,24,25
2,23,21
3,22,23
0,24,26
1,23,22
2,23,21
3,21,23
0,25,25
1,21,19
2,18,18
3,19,21
0,26,25
1,23,20
2,24,19
3,25,24
0,25,26
1,22,22
2,22,22
3,23,25
"
"0,25,26
1,25,23
2,23,24
3,27,27
0,26,26
1,26,24
2,22,23
3,22,25
0,26,26
1,22,23
2,22,21
3,23,23
0,23,25
1,21,22
2,22,21
3,22,22
0,23,22
1,19,22
2,20,23
3,18,23
0,22,24
1,25,23
"
"2,21,22
3,23,23
0,26,26
1,24,23
2,23,21
3,23,22
0,26,27
1,23,26
2,24,24
3,25,24
0,28,25
1,23,23
2,21,23
3,24,24
0,25,26
1,21,20
2,21,21
3,23,23
0,24,23
1,22,22
2,21,21
"
"3,23,25
0,21,25
1,21,22
2,21,21
3,25,24
0,26,26
1,23,22
2,23,22
3,22,26
0,27,27
1,22,23
2,22,23
3,24,28
0,27,28
1,24,26
2,23,21
3,23,24
0,26,25
1,21,20
2,22,20
3,24,24
"
"0,25,26
1,25,23
2,23,22
3,24,24
0,24,22
1,19,20
2,23,20
3,21,23
0,23,23
1,23,24
2,22,23
3,22,24
0,25,26
1,22,24
2,21,23
3,23,24
0,24,25
1,24,25
2,24,24
3,24,29
0,28,25
1,22,25
"
"2,19,22
3,24,22
0,24,27
1,23,25
2,22,21
3,23,24
0,27,25
1,21,22
2,19,22
3,20,21
0,23,23
1,21,21
2,21,22
3,20,24
0,30,24
1,22,23
2,22,23
3,22,24
0,25,26
1,22,22
2,23,23
"
"3,23,25
0,28,29
1,22,23
2,22,22
3,23,24
0,25,25
1,21,23
2,22,19
3,23,23
0,26,24
1,23,25
2,22,22
3,23,23
0,22,22
1,20,22
2,22,19
3,24,22
0,25,23
1,25,22
2,18,20
3,22,23
0,25,26
"
"1,23,23
2,23,24
3,24,23
0,25,27
1,24,26
2,25,25
3,25,26
0,26,26
1,23,21
2,25,23
3,21,23
0,25,25
1,23,23
2,22,22
3,21,24
0,26,24
1,21,22
2,22,18
3,24,23
0,27,23
1,20,20
"
"2,19,22
3,23,22
0,21,27
1,21,22
2,22,21
3,22,23
0,26,25
1,24,22
2,23,23
3,23,24
0,27,29
1,26,25
2,24,23
3,24,25
0,25,26
1,23,19
2,22,22
3,22,21
0,25,26
1,23,23
2,22,23
3,23,25
0,24,23
1,21,23
2,20,20
3,18,24
0,25,24
"
"1,23,24
2,25,19
3,22,23
0,25,25
1,23,22
2,21,21
3,24,23
0,29,24
1,24,24
2,24,24
3,24,26
0,27,30
1,25,25
2,22,24
3,21,22
0,25,26
1,23,23
2,23,22
3,21,23
0,25,25
1,22,21
"
"2,21,22
3,21,21
0,24,23
1,21,19
2,22,21
3,23,22
0,25,29
1,20,21
2,22,22
3,23,24
0,26,26
1,25,24
2,24,21
3,24,25
0,27,26
1,26,22
"
"2,23,22
3,23,24
0,29,25
1,22,23
2,22,21
3,23,24
0,25,25
1,23,21
2,22,22
3,23,23
0,24,24
1,24,21
2,20,18
3,22,21
0,26,25
1,23,20
2,20,20
3,23,23
0,25,26
1,24,22
2,22,22
3,23,23
0,25,25
1,23,22
2,25,25
3,24,24
0,28,29
"
"1,28,22
2,23,24
3,24,26
0,26,26
1,23,22
2,22,23
3,23,24
0,25,26
